ds,y
2011-11-22,4741
2011-11-23,3980
2011-11-24,3530
2011-11-25,3366
2011-11-26,2772
2011-11-27,2787
2011-11-28,3875
2011-11-29,3990
2011-11-30,3488
2011-12-01,3683
2011-12-02,3097
2011-12-03,2155
2011-12-04,2295
2011-12-05,3259
2011-12-06,3252
2011-12-07,3466
2011-12-08,2918
2011-12-09,2638
2011-12-10,2078
2011-12-11,1928
2011-12-12,2895
2011-12-13,2895
2011-12-14,2766
2011-12-15,2583
2011-12-16,2252
2011-12-17,1553
2011-12-18,1826
2011-12-19,3239
2011-12-20,2760
2011-12-21,2698
2011-12-22,2695
2011-12-23,117
2011-12-24,0
2011-12-25,0
2011-12-26,861
2011-12-27,2381
2011-12-28,2451
2011-12-29,2540
2011-12-30,2726
2011-12-31,2338
2012-01-01,2684
2012-01-02,2887
2012-01-03,3256
2012-01-04,3322
2012-01-05,3464
2012-01-06,3549
2012-01-07,2067
2012-01-08,2412
2012-01-09,3545
2012-01-10,3485
2012-01-11,3422
2012-01-12,3338
2012-01-13,2957
2012-01-14,2082
2012-01-15,2384
2012-01-16,3108
2012-01-17,3359
2012-01-18,3098
2012-01-19,3270
2012-01-20,2803
2012-01-21,2126
2012-01-22,2168
2012-01-23,3342
2012-01-24,3487
2012-01-25,3388
2012-01-26,3240
2012-01-27,2983
2012-01-28,2063
2012-01-29,2547
2012-01-30,3916
2012-01-31,3710
2012-02-01,3752
2012-02-02,3904
2012-02-03,3416
2012-02-04,2353
2012-02-05,2739
2012-02-06,4274
2012-02-07,4188
2012-02-08,3854
2012-02-09,4479
2012-02-10,3462
2012-02-11,2608
2012-02-12,3249
2012-02-13,4416
2012-02-14,4199
2012-02-15,4509
2012-02-16,4308
2012-02-17,4244
2012-02-18,3644
2012-02-19,3592
2012-02-20,5226
2012-02-21,5890
2012-02-22,5808
2012-02-23,6269
2012-02-24,5289
2012-02-25,3813
2012-02-26,5408
2012-02-27,8796
2012-02-28,7827
2012-02-29,8439
2012-03-01,9363
2012-03-02,8769
2012-03-03,6838
2012-03-04,11072
2012-03-05,19433
2012-03-06,21309
2012-03-07,21990
2012-03-08,21509
2012-03-09,44687
2012-03-10,56575
2012-03-11,138934
2012-03-12,67406
2012-03-13,26002
2012-03-14,13915
2012-03-15,10321
2012-03-16,7475
2012-03-17,5136
2012-03-18,5740
2012-03-19,9540
2012-03-20,9627
2012-03-21,8561
2012-03-22,7317
2012-03-23,8698
2012-03-24,13585
2012-03-25,24653
2012-03-26,14898
2012-03-27,7880
2012-03-28,5966
2012-03-29,5324
2012-03-30,5047
2012-03-31,7013
2012-04-01,4876
2012-04-02,4928
2012-04-03,4504
2012-04-04,3701
2012-04-05,3735
2012-04-06,2767
2012-04-07,1948
2012-04-08,2129
2012-04-09,2783
2012-04-10,3317
2012-04-11,2945
2012-04-12,2782
2012-04-13,2611
2012-04-14,1934
2012-04-15,2354
2012-04-16,2773
2012-04-17,2842
2012-04-18,2900
2012-04-19,2589
2012-04-20,2779
2012-04-21,1780
2012-04-22,2369
2012-04-23,2819
2012-04-24,2659
2012-04-25,2640
2012-04-26,2705
2012-04-27,2399
2012-04-28,1638
2012-04-29,1957
2012-04-30,0
2012-05-01,2462
2012-05-02,2552
2012-05-03,2676
2012-05-04,2378
2012-05-05,1735
2012-05-06,2027
2012-05-07,2516
2012-05-08,2768
2012-05-09,2739
2012-05-10,2453
2012-05-11,2414
2012-05-12,1632
2012-05-13,1814
2012-05-14,2681
2012-05-15,2729
2012-05-16,2673
2012-05-17,2493
2012-05-18,2340
2012-05-19,1789
2012-05-20,1939
2012-05-21,2803
2012-05-22,2734
2012-05-23,2623
2012-05-24,2682
2012-05-25,2885
2012-05-26,2083
2012-05-27,2062
2012-05-28,2526
2012-05-29,2971
2012-05-30,2643
2012-05-31,2778
2012-06-01,2389
2012-06-02,1923
2012-06-03,2151
2012-06-04,2851
2012-06-05,3064
2012-06-06,2913
2012-06-07,2711
2012-06-08,2594
2012-06-09,1875
2012-06-10,1930
2012-06-11,2850
2012-06-12,2660
2012-06-13,2828
2012-06-14,2762
2012-06-15,2184
2012-06-16,1867
2012-06-17,1972
2012-06-18,2875
2012-06-19,2901
2012-06-20,3009
2012-06-21,3107
2012-06-22,2549
2012-06-23,1803
2012-06-24,1880
2012-06-25,3280
2012-06-26,3086
2012-06-27,3168
2012-06-28,3141
2012-06-29,2876
2012-06-30,2299
2012-07-01,2460
2012-07-02,3134
2012-07-03,2777
2012-07-04,2553
2012-07-05,2585
2012-07-06,2560
2012-07-07,1994
2012-07-08,1998
2012-07-09,2742
2012-07-10,3064
2012-07-11,3124
2012-07-12,4513
2012-07-13,2470
2012-07-14,1939
2012-07-15,1874
2012-07-16,2729
2012-07-17,2672
2012-07-18,2861
2012-07-19,2708
2012-07-20,2529
2012-07-21,2007
2012-07-22,1892
2012-07-23,2733
2012-07-24,2773
2012-07-25,2900
2012-07-26,2646
2012-07-27,3427
2012-07-28,2097
2012-07-29,2215
2012-07-30,2888
2012-07-31,2938
2012-08-01,2810
2012-08-02,2685
2012-08-03,2384
2012-08-04,1845
2012-08-05,2151
2012-08-06,2581
2012-08-07,2733
2012-08-08,3021
2012-08-09,3052
2012-08-10,2720
2012-08-11,2055
2012-08-12,2279
2012-08-13,3147
2012-08-14,3257
2012-08-15,3096
2012-08-16,2914
2012-08-17,2792
2012-08-18,2119
2012-08-19,2397
2012-08-20,3423
2012-08-21,3332
2012-08-22,3358
2012-08-23,3547
2012-08-24,3138
2012-08-25,2251
2012-08-26,2979
2012-08-27,4046
2012-08-28,3835
2012-08-29,3757
2012-08-30,3607
2012-08-31,3602
2012-09-01,2727
2012-09-02,3136
2012-09-03,4004
2012-09-04,5240
2012-09-05,4613
2012-09-06,4508
2012-09-07,4182
2012-09-08,3156
2012-09-09,3821
2012-09-10,5933
2012-09-11,5794
2012-09-12,5681
2012-09-13,5612
2012-09-14,4891
2012-09-15,3597
2012-09-16,4336
2012-09-17,7220
2012-09-18,6624
2012-09-19,6463
2012-09-20,6754
2012-09-21,7270
2012-09-22,6662
2012-09-23,8532
2012-09-24,11242
2012-09-25,7792
2012-09-26,7935
2012-09-27,7740
2012-09-28,7005
2012-09-29,6713
2012-09-30,9520
2012-10-01,13564
2012-10-02,12284
2012-10-03,11228
2012-10-04,8999
2012-10-05,8612
2012-10-06,10561
2012-10-07,13749
2012-10-08,15414
2012-10-09,13762
2012-10-10,11105
2012-10-11,10329
2012-10-12,9812
2012-10-13,6903
2012-10-14,15961
2012-10-15,17896
2012-10-16,12118
2012-10-17,10487
2012-10-18,11271
2012-10-19,12533
2012-10-20,9392
2012-10-21,18627
2012-10-22,20312
2012-10-23,16344
2012-10-24,14280
2012-10-25,15838
2012-10-26,17681
2012-10-27,34813
2012-10-28,55174
2012-10-29,36300
2012-10-30,22376
2012-10-31,20628
2012-11-01,23490
2012-11-02,29719
2012-11-03,33954
2012-11-04,125610
2012-11-05,66349
2012-11-06,33052
2012-11-07,16039
2012-11-08,12714
2012-11-09,9829
2012-11-10,7303
2012-11-11,6688
2012-11-12,7782
2012-11-13,6808
2012-11-14,6534
2012-11-15,5793
2012-11-16,5222
2012-11-17,3720
2012-11-18,4216
2012-11-19,5406
2012-11-20,4985
2012-11-21,4841
2012-11-22,4252
2012-11-23,4088
2012-11-24,3465
2012-11-25,3322
2012-11-26,4331
2012-11-27,4780
2012-11-28,4166
2012-11-29,4521
2012-11-30,3925
2012-12-01,3016
2012-12-02,3166
2012-12-03,4148
2012-12-04,4330
2012-12-05,4787
2012-12-06,5153
2012-12-07,4008
2012-12-08,2707
2012-12-09,3141
2012-12-10,4256
2012-12-11,4081
2012-12-12,3930
2012-12-13,4030
2012-12-14,3533
2012-12-15,2681
2012-12-16,2765
2012-12-17,3834
2012-12-18,3904
2012-12-19,3930
2012-12-20,4457
2012-12-21,4848
2012-12-22,2956
2012-12-23,2825
2012-12-24,2822
2012-12-25,3466
2012-12-26,3548
2012-12-27,3470
2012-12-28,3399
2012-12-29,2745
2012-12-30,2755
2012-12-31,3432
2013-01-01,6367
2013-01-02,4900
2013-01-03,4299
2013-01-04,4212
2013-01-05,3036
2013-01-06,3708
2013-01-07,5168
2013-01-08,4614
2013-01-09,4320
2013-01-10,3866
2013-01-11,3386
2013-01-12,2736
2013-01-13,3085
2013-01-14,3810
2013-01-15,4120
2013-01-16,4045
2013-01-17,4117
2013-01-18,3879
2013-01-19,2826
2013-01-20,2966
2013-01-21,4098
2013-01-22,4452
2013-01-23,4579
2013-01-24,4409
2013-01-25,3775
2013-01-26,2891
2013-01-27,3239
2013-01-28,4544
2013-01-29,4610
2013-01-30,4281
2013-01-31,4328
2013-02-01,4247
2013-02-02,3119
2013-02-03,3360
2013-02-04,4967
2013-02-05,4992
2013-02-06,5247
2013-02-07,4888
2013-02-08,4327
2013-02-09,3428
2013-02-10,3983
2013-02-11,5566
2013-02-12,6453
2013-02-13,5581
2013-02-14,5216
2013-02-15,5165
2013-02-16,3791
2013-02-17,4935
2013-02-18,7063
2013-02-19,7742
2013-02-20,7242
2013-02-21,7869
2013-02-22,6362
2013-02-23,4541
2013-02-24,6341
2013-02-25,11094
2013-02-26,10269
2013-02-27,10478
2013-02-28,11825
2013-03-01,12712
2013-03-02,10665
2013-03-03,16352
2013-03-04,26537
2013-03-05,21838
2013-03-06,23737
2013-03-07,28239
2013-03-08,41659
2013-03-09,51824
2013-03-10,170247
2013-03-11,95208
2013-03-12,32432
2013-03-13,18885
2013-03-14,13020
2013-03-15,9884
2013-03-16,7029
2013-03-17,6142
2013-03-18,9261
2013-03-19,8419
2013-03-20,7870
2013-03-21,6879
2013-03-22,6324
2013-03-23,5256
2013-03-24,5953
2013-03-25,7837
2013-03-26,7010
2013-03-27,7723
2013-03-28,8387
2013-03-29,7067
2013-03-30,12000
2013-03-31,20177
2013-04-01,9735
2013-04-02,9441
2013-04-03,7153
2013-04-04,6098
2013-04-05,4922
2013-04-06,5813
2013-04-07,5775
2013-04-08,6628
2013-04-09,5317
2013-04-10,4596
2013-04-11,4295
2013-04-12,3720
2013-04-13,2704
2013-04-14,2851
2013-04-15,5174
2013-04-16,4254
2013-04-17,4019
2013-04-18,3614
2013-04-19,3164
2013-04-20,2425
2013-04-21,2724
2013-04-22,3770
2013-04-23,3810
2013-04-24,3796
2013-04-25,3540
2013-04-26,3825
2013-04-27,2280
2013-04-28,2640
2013-04-29,3894
2013-04-30,3541
2013-05-01,3307
2013-05-02,3550
2013-05-03,3231
2013-05-04,2113
2013-05-05,2309
2013-05-06,3476
2013-05-07,3439
2013-05-08,3567
2013-05-09,3452
2013-05-10,3257
2013-05-11,2358
2013-05-12,2551
2013-05-13,3603
2013-05-14,3747
2013-05-15,4442
2013-05-16,3540
2013-05-17,2856
2013-05-18,2054
2013-05-19,2054
2013-05-20,3017
2013-05-21,3627
2013-05-22,3437
2013-05-23,3239
2013-05-24,3765
2013-05-25,1992
2013-05-26,2009
2013-05-27,2849
2013-05-28,3197
2013-05-29,3306
2013-05-30,3002
2013-05-31,2805
2013-06-01,1966
2013-06-02,1934
2013-06-03,3118
2013-06-04,3015
2013-06-05,3062
2013-06-06,3955
2013-06-07,2666
2013-06-08,1872
2013-06-09,1935
2013-06-10,2972
2013-06-11,2974
2013-06-12,3064
2013-06-13,2804
2013-06-14,2708
2013-06-15,2870
2013-06-16,1896
2013-06-17,2825
2013-06-18,2722
2013-06-19,2849
2013-06-20,2709
2013-06-21,2916
2013-06-22,1906
2013-06-23,1969
2013-06-24,2799
2013-06-25,2686
2013-06-26,3342
2013-06-27,3659
2013-06-28,3170
2013-06-29,2393
2013-06-30,2181
2013-07-01,3289
2013-07-02,3346
2013-07-03,3196
2013-07-04,2662
2013-07-05,2795
2013-07-06,1792
2013-07-07,1998
2013-07-08,2696
2013-07-09,2813
2013-07-10,2799
2013-07-11,2769
2013-07-12,2625
2013-07-13,2506
2013-07-14,2707
2013-07-15,3228
2013-07-16,3172
2013-07-17,2948
2013-07-18,2792
2013-07-19,2629
2013-07-20,1634
2013-07-21,1756
2013-07-22,2612
2013-07-23,0
2013-07-24,875
2013-07-25,2320
2013-07-26,2259
2013-07-27,1618
2013-07-28,1679
2013-07-29,2419
2013-07-30,2431
2013-07-31,2371
2013-08-01,2305
2013-08-02,2314
2013-08-03,1754
2013-08-04,1694
2013-08-05,2432
2013-08-06,2409
2013-08-07,2673
2013-08-08,4289
2013-08-09,2185
2013-08-10,1605
2013-08-11,1754
2013-08-12,2430
2013-08-13,2580
2013-08-14,2846
2013-08-15,2462
2013-08-16,2370
2013-08-17,1839
2013-08-18,1673
2013-08-19,2504
2013-08-20,2554
2013-08-21,3683
2013-08-22,2627
2013-08-23,2190
2013-08-24,1670
2013-08-25,1768
2013-08-26,2853
2013-08-27,3050
2013-08-28,3014
2013-08-29,3024
2013-08-30,2562
2013-08-31,1994
2013-09-01,2234
2013-09-02,2861
2013-09-03,3646
2013-09-04,3613
2013-09-05,3631
2013-09-06,3127
2013-09-07,2491
2013-09-08,2721
2013-09-09,4245
2013-09-10,4225
2013-09-11,3926
2013-09-12,4014
2013-09-13,3479
2013-09-14,2449
2013-09-15,3169
2013-09-16,4857
2013-09-17,4610
2013-09-18,4996
2013-09-19,4523
2013-09-20,4410
2013-09-21,3184
2013-09-22,4574
2013-09-23,6890
2013-09-24,5387
2013-09-25,5016
2013-09-26,5025
2013-09-27,4780
2013-09-28,4803
2013-09-29,4907
2013-09-30,7365
2013-10-01,6799
2013-10-02,5437
2013-10-03,5424
2013-10-04,5138
2013-10-05,5089
2013-10-06,6641
2013-10-07,7836
2013-10-08,6394
2013-10-09,6199
2013-10-10,5815
2013-10-11,5231
2013-10-12,3692
2013-10-13,5636
2013-10-14,6962
2013-10-15,6893
2013-10-16,6587
2013-10-17,6578
2013-10-18,6331
2013-10-19,4902
2013-10-20,7021
2013-10-21,11694
2013-10-22,10335
2013-10-23,10072
2013-10-24,11076
2013-10-25,14022
2013-10-26,20087
2013-10-27,51123
2013-10-28,30602
2013-10-29,19604
2013-10-30,17654
2013-10-31,18463
2013-11-01,21888
2013-11-02,25387
2013-11-03,80680
2013-11-04,43686
2013-11-05,22945
2013-11-06,14634
2013-11-07,11157
2013-11-08,8641
2013-11-09,5015
2013-11-10,4341
2013-11-11,6196
2013-11-12,6075
2013-11-13,5613
2013-11-14,4836
2013-11-15,4296
2013-11-16,3659
2013-11-17,3827
2013-11-18,4994
2013-11-19,4501
2013-11-20,3673
2013-11-21,3371
2013-11-22,3213
2013-11-23,2199
2013-11-24,2138
2013-11-25,3170
2013-11-26,3392
2013-11-27,2947
2013-11-28,2623
2013-11-29,2421
2013-11-30,1916
2013-12-01,1885
2013-12-02,2839
2013-12-03,2744
2013-12-04,3974
2013-12-05,2864
2013-12-06,2495
2013-12-07,2162
2013-12-08,1889
2013-12-09,2762
2013-12-10,2881
2013-12-11,2817
2013-12-12,2369
2013-12-13,2109
2013-12-14,1438
2013-12-15,1611
2013-12-16,2706
2013-12-17,2400
2013-12-18,2253
2013-12-19,2354
2013-12-20,1931
2013-12-21,1720
2013-12-22,1515
2013-12-23,2751
2013-12-24,1596
2013-12-25,1740
2013-12-26,2046
2013-12-27,1801
2013-12-28,1576
2013-12-29,1586
2013-12-30,2131
2013-12-31,2134
2014-01-01,2627
2014-01-02,2414
2014-01-03,2708
2014-01-04,1854
2014-01-05,359
2014-01-06,0
2014-01-07,2990
2014-01-08,2786
2014-01-09,2645
2014-01-10,2514
2014-01-11,1685
2014-01-12,1710
2014-01-13,2947
2014-01-14,2751
2014-01-15,2878
2014-01-16,2781
2014-01-17,2502
2014-01-18,1870
2014-01-19,1759
2014-01-20,2670
2014-01-21,2808
2014-01-22,3239
2014-01-23,2660
2014-01-24,2459
2014-01-25,1699
2014-01-26,2384
2014-01-27,2990
2014-01-28,2827
2014-01-29,2773
2014-01-30,2692
2014-01-31,2510
2014-02-01,1783
2014-02-02,1911
2014-02-03,2895
2014-02-04,3137
2014-02-05,2959
2014-02-06,3171
2014-02-07,2764
2014-02-08,2743
2014-02-09,2878
2014-02-10,3593
2014-02-11,3728
2014-02-12,3156
2014-02-13,3142
2014-02-14,2694
2014-02-15,2159
2014-02-16,2676
2014-02-17,4334
2014-02-18,4681
2014-02-19,4620
2014-02-20,4386
2014-02-21,3863
2014-02-22,2838
2014-02-23,3138
2014-02-24,5706
2014-02-25,6195
2014-02-26,6632
2014-02-27,7629
2014-02-28,6834
2014-03-01,5568
2014-03-02,7864
2014-03-03,12819
2014-03-04,14181
2014-03-05,15840
2014-03-06,23078
2014-03-07,24463
2014-03-08,26837
2014-03-09,91514
2014-03-10,68901
2014-03-11,29275
2014-03-12,14972
2014-03-13,11038
2014-03-14,8946
2014-03-15,5867
2014-03-16,9382
2014-03-17,7584
2014-03-18,6204
2014-03-19,6292
2014-03-20,6680
2014-03-21,5123
2014-03-22,3718
2014-03-23,4568
2014-03-24,6241
2014-03-25,6196
2014-03-26,6061
2014-03-27,6942
2014-03-28,7296
2014-03-29,10594
2014-03-30,18589
2014-03-31,12785
2014-04-01,7640
2014-04-02,5479
2014-04-03,4663
2014-04-04,4114
2014-04-05,4293
2014-04-06,4088
2014-04-07,4693
2014-04-08,3802
2014-04-09,3404
2014-04-10,3243
2014-04-11,2762
2014-04-12,1837
2014-04-13,1947
2014-04-14,3204
2014-04-15,2855
2014-04-16,2654
2014-04-17,2462
2014-04-18,1956
2014-04-19,1629
2014-04-20,1665
2014-04-21,2407
2014-04-22,3169
2014-04-23,3178
2014-04-24,3262
2014-04-25,2512
2014-04-26,1550
2014-04-27,1659
2014-04-28,2722
2014-04-29,2965
2014-04-30,2625
2014-05-01,2423
2014-05-02,2580
2014-05-03,1794
2014-05-04,1855
2014-05-05,2529
2014-05-06,3236
2014-05-07,2582
2014-05-08,2623
2014-05-09,2493
2014-05-10,1538
2014-05-11,1679
2014-05-12,2404
2014-05-13,2565
2014-05-14,2706
2014-05-15,2621
2014-05-16,2347
2014-05-17,1517
2014-05-18,1532
2014-05-19,2329
2014-05-20,2307
2014-05-21,2299
2014-05-22,2348
2014-05-23,2137
2014-05-24,1331
2014-05-25,1509
2014-05-26,1842
2014-05-27,2413
2014-05-28,2373
2014-05-29,2084
2014-05-30,1915
2014-05-31,1494
2014-06-01,1453
2014-06-02,2262
2014-06-03,2319
2014-06-04,2078
2014-06-05,2140
2014-06-06,2013
2014-06-07,1540
2014-06-08,1465
2014-06-09,2197
2014-06-10,2951
2014-06-11,2114
2014-06-12,2355
2014-06-13,1951
2014-06-14,2161
2014-06-15,1503
2014-06-16,2276
2014-06-17,2216
2014-06-18,2186
2014-06-19,2172
2014-06-20,1967
2014-06-21,1848
2014-06-22,1889
2014-06-23,2659
2014-06-24,2278
2014-06-25,2337
2014-06-26,2120
2014-06-27,2021
2014-06-28,1433
2014-06-29,1431
2014-06-30,2124
2014-07-01,2088
2014-07-02,2201
2014-07-03,2090
2014-07-04,1687
2014-07-05,1238
2014-07-06,1307
2014-07-07,2066
2014-07-08,2203
2014-07-09,3100
2014-07-10,2340
2014-07-11,2557
2014-07-12,1542
2014-07-13,1514
2014-07-14,2160
2014-07-15,2268
2014-07-16,2295
2014-07-17,2168
2014-07-18,1921
2014-07-19,1430
2014-07-20,1465
2014-07-21,2438
2014-07-22,2432
2014-07-23,2215
2014-07-24,2358
2014-07-25,2667
2014-07-26,1392
2014-07-27,1333
2014-07-28,2808
2014-07-29,2157
2014-07-30,2238
2014-07-31,2313
2014-08-01,2305
2014-08-02,1450
2014-08-03,1491
2014-08-04,2294
2014-08-05,2217
2014-08-06,4296
2014-08-07,2543
2014-08-08,2201
2014-08-09,1743
2014-08-10,2535
2014-08-11,2605
2014-08-12,2506
2014-08-13,2511
2014-08-14,2404
2014-08-15,2935
2014-08-16,1639
2014-08-17,1626
2014-08-18,2582
2014-08-19,2716
2014-08-20,2547
2014-08-21,3363
2014-08-22,2484
2014-08-23,1664
2014-08-24,1815
2014-08-25,2830
2014-08-26,2673
2014-08-27,3327
2014-08-28,0
2014-08-29,2991
2014-08-30,1724
2014-08-31,1943
2014-09-01,2724
2014-09-02,3745
2014-09-03,3635
2014-09-04,3247
2014-09-05,2712
2014-09-06,1846
2014-09-07,2437
2014-09-08,3698
2014-09-09,3641
2014-09-10,4282
2014-09-11,3644
2014-09-12,2958
2014-09-13,2231
2014-09-14,2327
2014-09-15,4129
2014-09-16,4738
2014-09-17,3648
2014-09-18,3928
2014-09-19,3296
2014-09-20,2445
2014-09-21,3442
2014-09-22,5391
2014-09-23,5634
2014-09-24,4680
2014-09-25,4358
2014-09-26,3804
2014-09-27,3108
2014-09-28,4586
2014-09-29,5955
2014-09-30,5111
2014-10-01,5509
2014-10-02,5107
2014-10-03,4741
2014-10-04,4434
2014-10-05,5850
2014-10-06,7146
2014-10-07,5944
2014-10-08,5879
2014-10-09,5848
2014-10-10,5233
2014-10-11,3973
2014-10-12,5383
2014-10-13,7747
2014-10-14,7700
2014-10-15,5659
2014-10-16,5437
2014-10-17,5250
2014-10-18,3210
2014-10-19,16421
2014-10-20,40355
2014-10-21,11760
2014-10-22,13927
2014-10-23,8971
2014-10-24,11676
2014-10-25,17857
2014-10-26,21855
2014-10-27,23868
2014-10-28,17309
2014-10-29,14025
2014-10-30,14198
2014-10-31,18594
2014-11-01,24024
2014-11-02,51185
2014-11-03,39382
2014-11-04,26117
2014-11-05,11787
2014-11-06,8898
2014-11-07,6733
2014-11-08,3649
2014-11-09,3341
2014-11-10,5593
2014-11-11,6120
2014-11-12,4685
2014-11-13,4365
2014-11-14,3875
2014-11-15,3552
2014-11-16,3092
2014-11-17,4383
2014-11-18,3570
2014-11-19,3370
2014-11-20,3169
2014-11-21,3156
2014-11-22,1834
2014-11-23,1879
2014-11-24,2770
2014-11-25,2835
2014-11-26,2988
2014-11-27,3025
2014-11-28,1902
2014-11-29,2019
2014-11-30,1337
2014-12-01,2647
2014-12-02,3004
2014-12-03,2894
2014-12-04,2703
2014-12-05,2245
2014-12-06,1697
2014-12-07,1554
2014-12-08,2949
2014-12-09,2592
2014-12-10,2349
2014-12-11,2358
2014-12-12,2427
2014-12-13,1364
2014-12-14,1336
2014-12-15,2101
2014-12-16,2331
2014-12-17,2136
2014-12-18,2089
2014-12-19,1768
2014-12-20,1268
2014-12-21,1878
2014-12-22,2061
2014-12-23,1894
2014-12-24,1562
2014-12-25,1200
2014-12-26,1644
2014-12-27,1502
2014-12-28,1490
2014-12-29,2974
2014-12-30,1949
2014-12-31,1821
2015-01-01,2291
2015-01-02,2124
2015-01-03,2430
2015-01-04,1590
2015-01-05,2601
2015-01-06,2835
2015-01-07,2661
2015-01-08,2567
2015-01-09,3010
2015-01-10,1389
2015-01-11,1420
2015-01-12,2678
2015-01-13,2669
2015-01-14,2602
2015-01-15,2390
2015-01-16,2374
2015-01-17,1425
2015-01-18,1827
2015-01-19,2608
2015-01-20,2936
2015-01-21,2712
2015-01-22,2583
2015-01-23,2412
2015-01-24,1502
2015-01-25,1876
2015-01-26,2684
2015-01-27,2909
2015-01-28,2993
2015-01-29,3029
2015-01-30,2414
2015-01-31,1350
2015-02-01,1940
2015-02-02,2924
2015-02-03,3910
2015-02-04,3259
2015-02-05,0
2015-02-06,2957
2015-02-07,1741
2015-02-08,2048
2015-02-09,3815
2015-02-10,3800
2015-02-11,3522
2015-02-12,3292
2015-02-13,2758
2015-02-14,1806
2015-02-15,2020
2015-02-16,3218
2015-02-17,4015
2015-02-18,3773
2015-02-19,3745
2015-02-20,3319
2015-02-21,2158
2015-02-22,2610
2015-02-23,5467
2015-02-24,5543
2015-02-25,6477
2015-02-26,5717
2015-02-27,7908
2015-02-28,4743
2015-03-01,6947
2015-03-02,12706
2015-03-03,12012
2015-03-04,14113
2015-03-05,12761
2015-03-06,19265
2015-03-07,22538
2015-03-08,54276
2015-03-09,64767
2015-03-10,34224
2015-03-11,17392
2015-03-12,14302
2015-03-13,10750
2015-03-14,5235
2015-03-15,4591
2015-03-16,6771
2015-03-17,6530
2015-03-18,6784
2015-03-19,6837
2015-03-20,7226
2015-03-21,3357
2015-03-22,3683
2015-03-23,5988
2015-03-24,6987
2015-03-25,7397
2015-03-26,5140
2015-03-27,6765
2015-03-28,9193
2015-03-29,11883
2015-03-30,11672
2015-03-31,7645
2015-04-01,8184
2015-04-02,7488
2015-04-03,3403
2015-04-04,3754
2015-04-05,3152
2015-04-06,5406
2015-04-07,4561
2015-04-08,3839
2015-04-09,4424
2015-04-10,4052
2015-04-11,2095
2015-04-12,1923
2015-04-13,3010
2015-04-14,3433
2015-04-15,3009
2015-04-16,2730
2015-04-17,2331
2015-04-18,2569
2015-04-19,1733
2015-04-20,2870
2015-04-21,2999
2015-04-22,3735
2015-04-23,2540
2015-04-24,2404
2015-04-25,1494
2015-04-26,1653
2015-04-27,2419
2015-04-28,4008
2015-04-29,2932
2015-04-30,2667
2015-05-01,2034
2015-05-02,1571
2015-05-03,3077
2015-05-04,2504
2015-05-05,2377
2015-05-06,2753
2015-05-07,2764
2015-05-08,2279
2015-05-09,1793
2015-05-10,1729
2015-05-11,4014
2015-05-12,2697
2015-05-13,2269
2015-05-14,2148
2015-05-15,2236
2015-05-16,1385
2015-05-17,1349
2015-05-18,2213
2015-05-19,2464
2015-05-20,2295
2015-05-21,2298
2015-05-22,2009
2015-05-23,1417
2015-05-24,1563
2015-05-25,1993
2015-05-26,2362
2015-05-27,2511
2015-05-28,2821
2015-05-29,2039
2015-05-30,1545
2015-05-31,1537
2015-06-01,2616
2015-06-02,2768
2015-06-03,2282
2015-06-04,2239
2015-06-05,2148
2015-06-06,2075
2015-06-07,1351
2015-06-08,2212
2015-06-09,2361
2015-06-10,2265
2015-06-11,2411
2015-06-12,1896
2015-06-13,1129
2015-06-14,1036
2015-06-15,1807
2015-06-16,2055
2015-06-17,1773
2015-06-18,2306
2015-06-19,1617
2015-06-20,1011
2015-06-21,1019
2015-06-22,1899
2015-06-23,1792
2015-06-24,1695
2015-06-25,1783
2015-06-26,1446
2015-06-27,1132
2015-06-28,969
2015-06-29,2271
2015-06-30,2062
2015-07-01,1727
2015-07-02,1876
2015-07-03,1276
2015-07-04,1048
2015-07-05,1038
2015-07-06,1585
2015-07-07,1959
2015-07-08,1789
2015-07-09,2353
2015-07-10,1752
2015-07-11,1014
2015-07-12,1223
2015-07-13,1697
2015-07-14,1895
2015-07-15,1767
2015-07-16,1693
2015-07-17,1420
2015-07-18,968
2015-07-19,905
2015-07-20,1621
2015-07-21,1719
2015-07-22,1929
2015-07-23,1622
2015-07-24,1421
2015-07-25,920
2015-07-26,1727
2015-07-27,1639
2015-07-28,1762
2015-07-29,1974
2015-07-30,1683
2015-07-31,1492
2015-08-01,1010
2015-08-02,923
2015-08-03,2082
2015-08-04,1660
2015-08-05,1762
2015-08-06,1765
2015-08-07,1859
2015-08-08,1084
2015-08-09,976
2015-08-10,1689
2015-08-11,1591
2015-08-12,1663
2015-08-13,1671
2015-08-14,1366
2015-08-15,1129
2015-08-16,1072
2015-08-17,1811
2015-08-18,1881
2015-08-19,1696
2015-08-20,1912
2015-08-21,1800
2015-08-22,1105
2015-08-23,1104
2015-08-24,1990
2015-08-25,1906
2015-08-26,2195
2015-08-27,2275
2015-08-28,2119
2015-08-29,1270
2015-08-30,1355
2015-08-31,2236
2015-09-01,2655
2015-09-02,2487
2015-09-03,2369
2015-09-04,1993
2015-09-05,1394
2015-09-06,1604
2015-09-07,1999
2015-09-08,2478
2015-09-09,2379
2015-09-10,2122
2015-09-11,2205
2015-09-12,1332
2015-09-13,1460
2015-09-14,2781
2015-09-15,2681
2015-09-16,2151
2015-09-17,3106
2015-09-18,2270
2015-09-19,1677
2015-09-20,1661
2015-09-21,3271
2015-09-22,3274
